id,Port Name,State,Port Code,Border,Date,Measure,Value
1245,San Ysidro,California,2504,US-Mexico Border,2018/01/02,Personal Vehicles,1091911
1246,Fort Fairfield,Maine,107,US-Canada Border,2018/01/02,Truck Containers Full,34
1247,Laurier,Washington,3016,US-Canada Border,2018/01/02,Rail Containers Full,257
1248,Rio Grande City,Texas,2307,US-Mexico Border,2018/01/02,Truck Containers Full,2343
1249,Trout River,New York,715,US-Canada Border,2018/01/02,Truck Containers Full,464
1250,Del Rio,Texas,2302,US-Mexico Border,2018/01/02,Personal Vehicle Passengers,242647
1251,Sherwood,North Dakota,3414,US-Canada Border,2018/01/02,Truck Containers Empty,187
1252,Jackman,Maine,104,US-Canada Border,2018/01/02,Personal Vehicle Passengers,11756
1253,Jackman,Maine,104,US-Canada Border,2018/01/02,Rail Containers Empty,583
1254,Columbus,New Mexico,2406,US-Mexico Border,2018/01/02,Bus Passengers,1008
1255,Roma,Texas,2310,US-Mexico Border,2018/01/02,Personal Vehicle Passengers,119093
1256,Blaine,Washington,3004,US-Canada Border,2018/01/02,Truck Containers Empty,6919
1257,Skagway,Alaska,3103,US-Canada Border,2018/01/02,Trucks,272
1258,Lynden,Washington,3023,US-Canada Border,2018/01/02,Trucks,3800
1259,Otay Mesa,California,2506,US-Mexico Border,2018/01/02,Truck Containers Empty,12646
1260,San Luis,Arizona,2608,US-Mexico Border,2018/01/02,Pedestrians,239534
1261,Bridgewater,Maine,127,US-Canada Border,2018/01/02,Truck Containers Full,44
1262,Andrade,California,2502,US-Mexico Border,2018/01/02,Pedestrians,124893
1263,Detroit,Michigan,3801,US-Canada Border,2018/01/02,Personal Vehicles,280551
1264,Sarles,North Dakota,3409,US-Canada Border,2018/01/02,Truck Containers Empty,8
1265,Madawaska,Maine,109,US-Canada Border,2018/01/02,Truck Containers Full,39
1266,Opheim,Montana,3317,US-Canada Border,2018/01/02,Trucks,47
1267,Trout River,New York,715,US-Canada Border,2018/01/02,Rail Containers Empty,637
1268,Skagway,Alaska,3103,US-Canada Border,2018/01/02,Personal Vehicles,534
1269,Calexico East,California,2507,US-Mexico Border,2018/01/02,Truck Containers Full,17236
1270,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/02,Trucks,1474
1271,Eastport,Maine,103,US-Canada Border,2018/01/02,Truck Containers Full,81
1272,Columbus,New Mexico,2406,US-Mexico Border,2018/01/02,Pedestrians,21035
1273,Brownsville,Texas,2301,US-Mexico Border,2018/01/02,Truck Containers Full,11886
1274,Massena,New York,704,US-Canada Border,2018/01/02,Truck Containers Empty,467
1275,Point Roberts,Washington,3017,US-Canada Border,2018/01/02,Trucks,912
1276,Richford,Vermont,203,US-Canada Border,2018/01/02,Truck Containers Full,140
1277,Northgate,North Dakota,3406,US-Canada Border,2018/01/02,Train Passengers,45
1278,Cross Border Xpress,California,2582,US-Mexico Border,2018/01/02,Pedestrians,81358
1279,San Luis,Arizona,2608,US-Mexico Border,2018/01/02,Bus Passengers,13
1280,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/02,Buses,56
1281,Walhalla,North Dakota,3407,US-Canada Border,2018/01/02,Buses,1
1282,Del Rio,Texas,2302,US-Mexico Border,2018/01/02,Truck Containers Empty,1312
1283,Otay Mesa,California,2506,US-Mexico Border,2018/01/02,Train Passengers,24
1284,Turner,Montana,3306,US-Canada Border,2018/01/02,Personal Vehicle Passengers,1413
1285,Lancaster,Minnesota,3430,US-Canada Border,2018/01/02,Personal Vehicle Passengers,2740
1286,Port Angeles,Washington,3007,US-Canada Border,2018/01/02,Truck Containers Empty,3
1287,Norton,Vermont,211,US-Canada Border,2018/01/02,Trains,17
1288,Walhalla,North Dakota,3407,US-Canada Border,2018/01/02,Personal Vehicles,2271
1289,Baudette,Minnesota,3424,US-Canada Border,2018/01/02,Truck Containers Full,16
1290,Tecate,California,2505,US-Mexico Border,2018/01/02,Truck Containers Empty,1879
1291,Laurier,Washington,3016,US-Canada Border,2018/01/02,Personal Vehicle Passengers,4203
1292,Trout River,New York,715,US-Canada Border,2018/01/02,Trucks,1048
1293,Nighthawk,Washington,3011,US-Canada Border,2018/01/02,Personal Vehicles,217
1294,Rio Grande City,Texas,2307,US-Mexico Border,2018/01/02,Personal Vehicle Passengers,65998
1295,Sumas,Washington,3009,US-Canada Border,2018/01/02,Trains,11
1296,Douglas,Arizona,2601,US-Mexico Border,2018/01/02,Pedestrians,76585
1297,Douglas,Arizona,2601,US-Mexico Border,2018/01/02,Buses,200
1298,Ogdensburg,New York,701,US-Canada Border,2018/01/02,Truck Containers Empty,667
1299,Madawaska,Maine,109,US-Canada Border,2018/01/02,Pedestrians,48
1300,Ogdensburg,New York,701,US-Canada Border,2018/01/02,Truck Containers Full,2386
1301,Douglas,Arizona,2601,US-Mexico Border,2018/01/02,Personal Vehicles,137337
1302,Brownsville,Texas,2301,US-Mexico Border,2018/01/02,Buses,487
1303,Del Bonita,Montana,3322,US-Canada Border,2018/01/02,Personal Vehicle Passengers,3332
1304,Hansboro,North Dakota,3415,US-Canada Border,2018/01/02,Personal Vehicle Passengers,903
1305,Sumas,Washington,3009,US-Canada Border,2018/01/02,Personal Vehicle Passengers,109376
1306,Trout River,New York,715,US-Canada Border,2018/01/02,Train Passengers,100
1307,Port Huron,Michigan,3802,US-Canada Border,2018/01/02,Trucks,59539
1308,Lancaster,Minnesota,3430,US-Canada Border,2018/01/02,Truck Containers Empty,269
1309,Limestone,Maine,118,US-Canada Border,2018/01/02,Personal Vehicles,1037
1310,Portal,North Dakota,3403,US-Canada Border,2018/01/02,Personal Vehicle Passengers,7809
1311,Otay Mesa,California,2506,US-Mexico Border,2018/01/02,Trains,12
1312,Sweetgrass,Montana,3310,US-Canada Border,2018/01/02,Train Passengers,138
1313,Raymond,Montana,3301,US-Canada Border,2018/01/02,Personal Vehicles,1527
1314,Madawaska,Maine,109,US-Canada Border,2018/01/02,Personal Vehicle Passengers,39268
1315,Neche,North Dakota,3404,US-Canada Border,2018/01/02,Truck Containers Full,60
1316,Hidalgo,Texas,2305,US-Mexico Border,2018/01/02,Personal Vehicle Passengers,661176
1317,Detroit,Michigan,3801,US-Canada Border,2018/01/02,Train Passengers,447
1318,San Ysidro,California,2504,US-Mexico Border,2018/01/02,Pedestrians,656024
1319,Richford,Vermont,203,US-Canada Border,2018/01/02,Rail Containers Empty,27
1320,Boundary,Washington,3015,US-Canada Border,2018/01/02,Buses,1
1321,Skagway,Alaska,3103,US-Canada Border,2018/01/02,Truck Containers Empty,142
1322,Van Buren,Maine,108,US-Canada Border,2018/01/02,Trucks,1364
1323,Nogales,Arizona,2604,US-Mexico Border,2018/01/02,Rail Containers Empty,2607
1324,Calexico East,California,2507,US-Mexico Border,2018/01/02,Trains,20
1325,Scobey,Montana,3309,US-Canada Border,2018/01/02,Trucks,41
1326,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/02,Truck Containers Full,20974
1327,Calexico,California,2503,US-Mexico Border,2018/01/02,Personal Vehicle Passengers,630746
1328,Frontier,Washington,3020,US-Canada Border,2018/01/02,Truck Containers Empty,1405
1329,Blaine,Washington,3004,US-Canada Border,2018/01/02,Bus Passengers,15756
1330,Eastport,Maine,103,US-Canada Border,2018/01/02,Personal Vehicle Passengers,10990
1331,Ogdensburg,New York,701,US-Canada Border,2018/01/02,Personal Vehicle Passengers,36090
1332,Calais,Maine,115,US-Canada Border,2018/01/02,Train Passengers,20
1333,Pembina,North Dakota,3401,US-Canada Border,2018/01/02,Buses,103
1334,Otay Mesa,California,2506,US-Mexico Border,2018/01/02,Trucks,70595
1335,Baudette,Minnesota,3424,US-Canada Border,2018/01/02,Trucks,687
1336,Naco,Arizona,2603,US-Mexico Border,2018/01/02,Trucks,266
1337,Presidio,Texas,2403,US-Mexico Border,2018/01/02,Truck Containers Full,373
1338,Walhalla,North Dakota,3407,US-Canada Border,2018/01/02,Truck Containers Empty,432
1339,Piegan,Montana,3316,US-Canada Border,2018/01/02,Personal Vehicles,2443
1340,Oroville,Washington,3019,US-Canada Border,2018/01/02,Buses,21
1341,Santa Teresa,New Mexico,2408,US-Mexico Border,2018/01/02,Truck Containers Empty,3261
1342,Willow Creek,Montana,3325,US-Canada Border,2018/01/02,Personal Vehicle Passengers,368
1343,Eastport,Idaho,3302,US-Canada Border,2018/01/02,Rail Containers Empty,648
1344,Point Roberts,Washington,3017,US-Canada Border,2018/01/02,Bus Passengers,1051
1345,Grand Portage,Minnesota,3613,US-Canada Border,2018/01/02,Bus Passengers,1171
1346,Carbury,North Dakota,3421,US-Canada Border,2018/01/02,Personal Vehicles,976
1347,Ambrose,North Dakota,3410,US-Canada Border,2018/01/02,Personal Vehicles,93
1348,Roma,Texas,2310,US-Mexico Border,2018/01/02,Pedestrians,17264
1349,Laurier,Washington,3016,US-Canada Border,2018/01/02,Rail Containers Empty,31
1350,Douglas,Arizona,2601,US-Mexico Border,2018/01/02,Truck Containers Full,1793
1351,Pembina,North Dakota,3401,US-Canada Border,2018/01/02,Personal Vehicles,16191
1352,Hidalgo,Texas,2305,US-Mexico Border,2018/01/02,Truck Containers Full,38906
1353,Baudette,Minnesota,3424,US-Canada Border,2018/01/02,Buses,6
1354,Port Angeles,Washington,3007,US-Canada Border,2018/01/02,Personal Vehicles,2080
1355,Piegan,Montana,3316,US-Canada Border,2018/01/02,Trucks,84
1356,Westhope,North Dakota,3419,US-Canada Border,2018/01/02,Truck Containers Empty,114
1357,El Paso,Texas,2402,US-Mexico Border,2018/01/02,Personal Vehicles,956573
1358,Roma,Texas,2310,US-Mexico Border,2018/01/02,Buses,29
1359,Danville,Washington,3012,US-Canada Border,2018/01/02,Personal Vehicles,2516
1360,Van Buren,Maine,108,US-Canada Border,2018/01/02,Train Passengers,66
1361,Pinecreek,Minnesota,3425,US-Canada Border,2018/01/02,Trucks,43
1362,Neche,North Dakota,3404,US-Canada Border,2018/01/02,Truck Containers Empty,400
1363,Sweetgrass,Montana,3310,US-Canada Border,2018/01/02,Rail Containers Empty,419
1364,Rio Grande City,Texas,2307,US-Mexico Border,2018/01/02,Pedestrians,5979
1365,Lukeville,Arizona,2602,US-Mexico Border,2018/01/02,Trucks,12
1366,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/02,Truck Containers Full,11767
1367,Baudette,Minnesota,3424,US-Canada Border,2018/01/02,Personal Vehicle Passengers,18620
1368,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/02,Rail Containers Full,3859
1369,Ogdensburg,New York,701,US-Canada Border,2018/01/02,Buses,7
1370,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/02,Rail Containers Empty,2928
1371,Van Buren,Maine,108,US-Canada Border,2018/01/02,Rail Containers Empty,270
1372,Hannah,North Dakota,3408,US-Canada Border,2018/01/02,Personal Vehicle Passengers,109
1373,Detroit,Michigan,3801,US-Canada Border,2018/01/02,Truck Containers Full,83539
1374,Derby Line,Vermont,209,US-Canada Border,2018/01/02,Buses,129
1375,Sweetgrass,Montana,3310,US-Canada Border,2018/01/02,Rail Containers Full,1488
1376,Hidalgo,Texas,2305,US-Mexico Border,2018/01/02,Trucks,51612
1377,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/02,Personal Vehicle Passengers,38533
1378,Carbury,North Dakota,3421,US-Canada Border,2018/01/02,Bus Passengers,69
1379,Hidalgo,Texas,2305,US-Mexico Border,2018/01/02,Bus Passengers,14900
1380,El Paso,Texas,2402,US-Mexico Border,2018/01/02,Rail Containers Empty,2261
1381,Houlton,Maine,106,US-Canada Border,2018/01/02,Personal Vehicle Passengers,25053
1382,Northgate,North Dakota,3406,US-Canada Border,2018/01/02,Trains,15
1383,Otay Mesa,California,2506,US-Mexico Border,2018/01/02,Personal Vehicles,639456
1384,Westhope,North Dakota,3419,US-Canada Border,2018/01/02,Truck Containers Full,529
1385,Ogdensburg,New York,701,US-Canada Border,2018/01/02,Personal Vehicles,19030
1386,Sarles,North Dakota,3409,US-Canada Border,2018/01/02,Personal Vehicles,268
1387,Laredo,Texas,2304,US-Mexico Border,2018/01/02,Pedestrians,265159
1388,Wildhorse,Montana,3323,US-Canada Border,2018/01/02,Truck Containers Full,116
1389,Westhope,North Dakota,3419,US-Canada Border,2018/01/02,Trucks,608
1390,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/02,Trains,270
1391,Naco,Arizona,2603,US-Mexico Border,2018/01/02,Truck Containers Full,109
1392,El Paso,Texas,2402,US-Mexico Border,2018/01/02,Trucks,62531
1393,Andrade,California,2502,US-Mexico Border,2018/01/02,Personal Vehicles,45824
1394,Sarles,North Dakota,3409,US-Canada Border,2018/01/02,Buses,6
1395,Morgan,Montana,3319,US-Canada Border,2018/01/02,Trucks,25
1396,Opheim,Montana,3317,US-Canada Border,2018/01/02,Truck Containers Empty,2
1397,Calais,Maine,115,US-Canada Border,2018/01/02,Trains,10
1398,Sweetgrass,Montana,3310,US-Canada Border,2018/01/02,Bus Passengers,333
1399,Brownsville,Texas,2301,US-Mexico Border,2018/01/02,Rail Containers Empty,5949
1400,Eastport,Maine,103,US-Canada Border,2018/01/02,Truck Containers Empty,80
1401,Nogales,Arizona,2604,US-Mexico Border,2018/01/02,Personal Vehicles,278384
1402,Massena,New York,704,US-Canada Border,2018/01/02,Personal Vehicle Passengers,101096
1403,Nogales,Arizona,2604,US-Mexico Border,2018/01/02,Trains,56
1404,Turner,Montana,3306,US-Canada Border,2018/01/02,Buses,1
1405,Ketchikan,Alaska,3102,US-Canada Border,2018/01/02,Personal Vehicles,17
1406,Laurier,Washington,3016,US-Canada Border,2018/01/02,Train Passengers,20
1407,Fort Kent,Maine,110,US-Canada Border,2018/01/02,Truck Containers Empty,1230
1408,Raymond,Montana,3301,US-Canada Border,2018/01/02,Bus Passengers,81
1409,Port Huron,Michigan,3802,US-Canada Border,2018/01/02,Train Passengers,572
1410,Roma,Texas,2310,US-Mexico Border,2018/01/02,Bus Passengers,387
1411,San Ysidro,California,2504,US-Mexico Border,2018/01/02,Bus Passengers,4389
1412,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/02,Rail Containers Empty,173
1413,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/02,Rail Containers Full,47014
1414,Derby Line,Vermont,209,US-Canada Border,2018/01/02,Personal Vehicles,26444
1415,Champlain-Rouses Point,New York,712,US-Canada Border,2018/01/02,Truck Containers Empty,2962
1416,Alexandria Bay,New York,708,US-Canada Border,2018/01/02,Bus Passengers,1279
1417,Roseau,Minnesota,3426,US-Canada Border,2018/01/02,Truck Containers Empty,136
1418,San Ysidro,California,2504,US-Mexico Border,2018/01/02,Personal Vehicle Passengers,1872429
1419,Fort Fairfield,Maine,107,US-Canada Border,2018/01/02,Personal Vehicle Passengers,10490
1420,Port Huron,Michigan,3802,US-Canada Border,2018/01/02,Trains,236
1421,Portal,North Dakota,3403,US-Canada Border,2018/01/02,Truck Containers Full,6031
1422,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/02,Personal Vehicle Passengers,390204
1423,Eastport,Idaho,3302,US-Canada Border,2018/01/02,Train Passengers,192
1424,Lancaster,Minnesota,3430,US-Canada Border,2018/01/02,Personal Vehicles,1364
1425,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/02,Train Passengers,600
1426,Oroville,Washington,3019,US-Canada Border,2018/01/02,Truck Containers Full,1273
1427,Northgate,North Dakota,3406,US-Canada Border,2018/01/02,Trucks,836
1428,Portal,North Dakota,3403,US-Canada Border,2018/01/02,Pedestrians,167
1429,Ketchikan,Alaska,3102,US-Canada Border,2018/01/02,Pedestrians,7
1430,Raymond,Montana,3301,US-Canada Border,2018/01/02,Buses,2
1431,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/02,Truck Containers Empty,551
1432,Blaine,Washington,3004,US-Canada Border,2018/01/02,Buses,949
1433,Laredo,Texas,2304,US-Mexico Border,2018/01/02,Truck Containers Empty,47807
1434,Calexico East,California,2507,US-Mexico Border,2018/01/02,Personal Vehicle Passengers,514157
1435,Rio Grande City,Texas,2307,US-Mexico Border,2018/01/02,Personal Vehicles,32059
1436,Port Huron,Michigan,3802,US-Canada Border,2018/01/02,Rail Containers Full,19572
1437,Trout River,New York,715,US-Canada Border,2018/01/02,Rail Containers Full,1864
1438,Fort Fairfield,Maine,107,US-Canada Border,2018/01/02,Personal Vehicles,6417
1439,Norton,Vermont,211,US-Canada Border,2018/01/02,Personal Vehicle Passengers,1734
1440,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/02,Buses,34
1441,Vanceboro,Maine,105,US-Canada Border,2018/01/02,Train Passengers,48
1442,International Falls-Ranier,Minnesota,3604,US-Canada Border,2018/01/02,Trains,300
1443,Eastport,Idaho,3302,US-Canada Border,2018/01/02,Truck Containers Full,3458
1444,Baudette,Minnesota,3424,US-Canada Border,2018/01/02,Truck Containers Empty,671
1445,Pembina,North Dakota,3401,US-Canada Border,2018/01/02,Rail Containers Empty,1893
1446,Sumas,Washington,3009,US-Canada Border,2018/01/02,Rail Containers Full,108
1447,Lynden,Washington,3023,US-Canada Border,2018/01/02,Personal Vehicles,37787
1448,Maida,North Dakota,3416,US-Canada Border,2018/01/02,Personal Vehicles,439
1449,Dunseith,North Dakota,3422,US-Canada Border,2018/01/02,Bus Passengers,135
1450,Antler,North Dakota,3413,US-Canada Border,2018/01/02,Truck Containers Empty,242
1451,Calexico East,California,2507,US-Mexico Border,2018/01/02,Rail Containers Empty,607
1452,Carbury,North Dakota,3421,US-Canada Border,2018/01/02,Personal Vehicle Passengers,2184
1453,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/02,Buses,873
1454,Lukeville,Arizona,2602,US-Mexico Border,2018/01/02,Personal Vehicles,25680
1455,Presidio,Texas,2403,US-Mexico Border,2018/01/02,Personal Vehicles,51829
1456,Norton,Vermont,211,US-Canada Border,2018/01/02,Rail Containers Full,821
1457,Laredo,Texas,2304,US-Mexico Border,2018/01/02,Rail Containers Full,20503
1458,Tecate,California,2505,US-Mexico Border,2018/01/02,Pedestrians,58440
1459,Sault Sainte Marie,Michigan,3803,US-Canada Border,2018/01/02,Trains,28
1460,Portal,North Dakota,3403,US-Canada Border,2018/01/02,Bus Passengers,488
1461,Limestone,Maine,118,US-Canada Border,2018/01/02,Trucks,62
1462,Skagway,Alaska,3103,US-Canada Border,2018/01/02,Personal Vehicle Passengers,1104
1463,Alcan,Alaska,3104,US-Canada Border,2018/01/02,Personal Vehicles,854
1464,Port Huron,Michigan,3802,US-Canada Border,2018/01/02,Personal Vehicles,88575
1465,Raymond,Montana,3301,US-Canada Border,2018/01/02,Truck Containers Empty,166
1466,Detroit,Michigan,3801,US-Canada Border,2018/01/02,Personal Vehicle Passengers,436157
1467,Eastport,Idaho,3302,US-Canada Border,2018/01/02,Bus Passengers,287
1468,Piegan,Montana,3316,US-Canada Border,2018/01/02,Truck Containers Empty,15
1469,Port Huron,Michigan,3802,US-Canada Border,2018/01/02,Truck Containers Full,45012
1470,Scobey,Montana,3309,US-Canada Border,2018/01/02,Truck Containers Full,49
1471,Frontier,Washington,3020,US-Canada Border,2018/01/02,Buses,31
1472,Nogales,Arizona,2604,US-Mexico Border,2018/01/02,Personal Vehicle Passengers,532732
1473,Port Huron,Michigan,3802,US-Canada Border,2018/01/02,Bus Passengers,2570
1474,Northgate,North Dakota,3406,US-Canada Border,2018/01/02,Pedestrians,15
1475,Del Bonita,Montana,3322,US-Canada Border,2018/01/02,Truck Containers Empty,30
1476,Douglas,Arizona,2601,US-Mexico Border,2018/01/02,Personal Vehicle Passengers,242780
1477,Northgate,North Dakota,3406,US-Canada Border,2018/01/02,Truck Containers Empty,522
1478,Sweetgrass,Montana,3310,US-Canada Border,2018/01/02,Pedestrians,120
1479,Wildhorse,Montana,3323,US-Canada Border,2018/01/02,Trucks,95
1480,Dalton Cache,Alaska,3106,US-Canada Border,2018/01/02,Personal Vehicle Passengers,628
1481,Noonan,North Dakota,3420,US-Canada Border,2018/01/02,Truck Containers Empty,163
1482,Pinecreek,Minnesota,3425,US-Canada Border,2018/01/02,Personal Vehicles,286
1483,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/02,Rail Containers Full,12433
1484,Point Roberts,Washington,3017,US-Canada Border,2018/01/02,Truck Containers Full,73
1485,Columbus,New Mexico,2406,US-Mexico Border,2018/01/02,Truck Containers Empty,139
1486,Maida,North Dakota,3416,US-Canada Border,2018/01/02,Personal Vehicle Passengers,1048
1487,Alexandria Bay,New York,708,US-Canada Border,2018/01/02,Personal Vehicle Passengers,62233
1488,Madawaska,Maine,109,US-Canada Border,2018/01/02,Truck Containers Empty,161
1489,Richford,Vermont,203,US-Canada Border,2018/01/02,Personal Vehicles,6025
1490,Laurier,Washington,3016,US-Canada Border,2018/01/02,Bus Passengers,49
1491,Piegan,Montana,3316,US-Canada Border,2018/01/02,Personal Vehicle Passengers,5232
1492,Antler,North Dakota,3413,US-Canada Border,2018/01/02,Personal Vehicles,498
1493,Naco,Arizona,2603,US-Mexico Border,2018/01/02,Personal Vehicle Passengers,39544
1494,Presidio,Texas,2403,US-Mexico Border,2018/01/02,Pedestrians,12868
1495,Nighthawk,Washington,3011,US-Canada Border,2018/01/02,Personal Vehicle Passengers,410
1496,Pembina,North Dakota,3401,US-Canada Border,2018/01/02,Trucks,16907
1497,Brownsville,Texas,2301,US-Mexico Border,2018/01/02,Bus Passengers,2525
1498,Van Buren,Maine,108,US-Canada Border,2018/01/02,Truck Containers Full,623
1499,Richford,Vermont,203,US-Canada Border,2018/01/02,Trains,7
1500,Fort Kent,Maine,110,US-Canada Border,2018/01/02,Trucks,1434
1501,Presidio,Texas,2403,US-Mexico Border,2018/01/02,Truck Containers Empty,291
1502,Ambrose,North Dakota,3410,US-Canada Border,2018/01/02,Trucks,66
1503,Walhalla,North Dakota,3407,US-Canada Border,2018/01/02,Trucks,639
1504,Madawaska,Maine,109,US-Canada Border,2018/01/02,Personal Vehicles,27062
1505,Sweetgrass,Montana,3310,US-Canada Border,2018/01/02,Truck Containers Full,8383
1506,Progreso,Texas,2309,US-Mexico Border,2018/01/02,Truck Containers Empty,2149
1507,Hansboro,North Dakota,3415,US-Canada Border,2018/01/02,Personal Vehicles,447
1508,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/02,Truck Containers Empty,2450
1509,Boundary,Washington,3015,US-Canada Border,2018/01/02,Truck Containers Empty,23
1510,Bridgewater,Maine,127,US-Canada Border,2018/01/02,Truck Containers Empty,353
1511,Limestone,Maine,118,US-Canada Border,2018/01/02,Personal Vehicle Passengers,1590
1512,Blaine,Washington,3004,US-Canada Border,2018/01/02,Trucks,26515
1513,Neche,North Dakota,3404,US-Canada Border,2018/01/02,Personal Vehicles,2249
1514,Walhalla,North Dakota,3407,US-Canada Border,2018/01/02,Bus Passengers,28
1515,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/02,Personal Vehicles,290218
1516,Alcan,Alaska,3104,US-Canada Border,2018/01/02,Personal Vehicle Passengers,2115
1517,Roseau,Minnesota,3426,US-Canada Border,2018/01/02,Personal Vehicles,2702
1518,Calexico East,California,2507,US-Mexico Border,2018/01/02,Train Passengers,20
1519,Trout River,New York,715,US-Canada Border,2018/01/02,Personal Vehicles,7663
1520,Carbury,North Dakota,3421,US-Canada Border,2018/01/02,Truck Containers Full,94
1521,Sumas,Washington,3009,US-Canada Border,2018/01/02,Truck Containers Empty,3183
1522,Ogdensburg,New York,701,US-Canada Border,2018/01/02,Bus Passengers,214
1523,Calais,Maine,115,US-Canada Border,2018/01/02,Bus Passengers,171
1524,Sweetgrass,Montana,3310,US-Canada Border,2018/01/02,Trains,23
1525,Carbury,North Dakota,3421,US-Canada Border,2018/01/02,Trucks,216
1526,Jackman,Maine,104,US-Canada Border,2018/01/02,Personal Vehicles,7095
1527,Sarles,North Dakota,3409,US-Canada Border,2018/01/02,Truck Containers Full,72
1528,Calais,Maine,115,US-Canada Border,2018/01/02,Personal Vehicles,41581
1529,Port Huron,Michigan,3802,US-Canada Border,2018/01/02,Buses,148
1530,Northgate,North Dakota,3406,US-Canada Border,2018/01/02,Buses,1
1531,Fort Fairfield,Maine,107,US-Canada Border,2018/01/02,Truck Containers Empty,855
1532,Northgate,North Dakota,3406,US-Canada Border,2018/01/02,Personal Vehicle Passengers,1913
1533,Roseau,Minnesota,3426,US-Canada Border,2018/01/02,Trucks,249
1534,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/02,Trains,24
1535,Boundary,Washington,3015,US-Canada Border,2018/01/02,Rail Containers Empty,494
1536,Opheim,Montana,3317,US-Canada Border,2018/01/02,Truck Containers Full,83
1537,El Paso,Texas,2402,US-Mexico Border,2018/01/02,Personal Vehicle Passengers,1680780
1538,Nogales,Arizona,2604,US-Mexico Border,2018/01/02,Buses,768
1539,San Luis,Arizona,2608,US-Mexico Border,2018/01/02,Personal Vehicles,265044
1540,Progreso,Texas,2309,US-Mexico Border,2018/01/02,Pedestrians,107411
1541,Grand Portage,Minnesota,3613,US-Canada Border,2018/01/02,Trucks,975
1542,Oroville,Washington,3019,US-Canada Border,2018/01/02,Personal Vehicles,11200
1543,Nogales,Arizona,2604,US-Mexico Border,2018/01/02,Bus Passengers,12214
1544,Boundary,Washington,3015,US-Canada Border,2018/01/02,Bus Passengers,22
1545,Portal,North Dakota,3403,US-Canada Border,2018/01/02,Buses,11
1546,Northgate,North Dakota,3406,US-Canada Border,2018/01/02,Rail Containers Empty,68
1547,Turner,Montana,3306,US-Canada Border,2018/01/02,Truck Containers Empty,16
1548,Calexico East,California,2507,US-Mexico Border,2018/01/02,Buses,191
1549,Eastport,Maine,103,US-Canada Border,2018/01/02,Trucks,161
1550,Willow Creek,Montana,3325,US-Canada Border,2018/01/02,Personal Vehicles,162
1551,Morgan,Montana,3319,US-Canada Border,2018/01/02,Truck Containers Full,10
1552,Port Huron,Michigan,3802,US-Canada Border,2018/01/02,Truck Containers Empty,15744
1553,Sweetgrass,Montana,3310,US-Canada Border,2018/01/02,Truck Containers Empty,1518
1554,Frontier,Washington,3020,US-Canada Border,2018/01/02,Personal Vehicles,3658
1555,Raymond,Montana,3301,US-Canada Border,2018/01/02,Pedestrians,39
1556,Richford,Vermont,203,US-Canada Border,2018/01/02,Truck Containers Empty,358
1557,Santa Teresa,New Mexico,2408,US-Mexico Border,2018/01/02,Buses,16
1558,Roseau,Minnesota,3426,US-Canada Border,2018/01/03,Truck Containers Empty,107
1559,Pembina,North Dakota,3401,US-Canada Border,2018/01/03,Personal Vehicle Passengers,55828
1560,Antler,North Dakota,3413,US-Canada Border,2018/01/03,Trucks,176
1561,Eagle Pass,Texas,2303,US-Mexico Border,2018/01/03,Trains,302
1562,Buffalo-Niagara Falls,New York,901,US-Canada Border,2018/01/03,Personal Vehicle Passengers,820283
1563,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2018/01/03,Personal Vehicle Passengers,72656
1564,Norton,Vermont,211,US-Canada Border,2018/01/03,Personal Vehicles,1801
1565,Portal,North Dakota,3403,US-Canada Border,2018/01/03,Trucks,8290
1566,Sweetgrass,Montana,3310,US-Canada Border,2018/01/03,Truck Containers Empty,1718
1567,Douglas,Arizona,2601,US-Mexico Border,2018/01/03,Personal Vehicle Passengers,277490
1568,Brownsville,Texas,2301,US-Mexico Border,2018/01/03,Pedestrians,263286
1569,Calexico East,California,2507,US-Mexico Border,2018/01/03,Bus Passengers,9400
1570,San Luis,Arizona,2608,US-Mexico Border,2018/01/03,Pedestrians,262804
1571,Noonan,North Dakota,3420,US-Canada Border,2018/01/03,Truck Containers Empty,113
1572,Richford,Vermont,203,US-Canada Border,2018/01/03,Truck Containers Empty,329
