id,Port Name,State,Port Code,Border,Date,Measure,Value
10439,Roma,Texas,2310,US-Mexico Border,2019/01/02,Personal Vehicle Passengers,114028
10440,Progreso,Texas,2309,US-Mexico Border,2019/01/02,Personal Vehicle Passengers,231180
10441,Massena,New York,704,US-Canada Border,2019/01/02,Truck Containers Full,1379
10442,Portal,North Dakota,3403,US-Canada Border,2019/01/02,Truck Containers Empty,1335
10443,International Falls-Ranier,Minnesota,3604,US-Canada Border,2019/01/02,Personal Vehicles,21166
10444,Porthill,Idaho,3308,US-Canada Border,2019/01/02,Bus Passengers,31
10445,Point Roberts,Washington,3017,US-Canada Border,2019/01/02,Personal Vehicles,58947
10446,Derby Line,Vermont,209,US-Canada Border,2019/01/02,Bus Passengers,4322
10447,Vanceboro,Maine,105,US-Canada Border,2019/01/02,Train Passengers,38
10448,Hidalgo,Texas,2305,US-Mexico Border,2019/01/02,Truck Containers Empty,14410
10449,Massena,New York,704,US-Canada Border,2019/01/02,Buses,244
10450,Laurier,Washington,3016,US-Canada Border,2019/01/02,Trucks,598
10451,Sarles,North Dakota,3409,US-Canada Border,2019/01/02,Trucks,108
10452,Pembina,North Dakota,3401,US-Canada Border,2019/01/02,Bus Passengers,2434
10453,Tecate,California,2505,US-Mexico Border,2019/01/02,Personal Vehicles,79324
10454,Porthill,Idaho,3308,US-Canada Border,2019/01/02,Buses,2
10455,Sweetgrass,Montana,3310,US-Canada Border,2019/01/02,Buses,18
10456,Raymond,Montana,3301,US-Canada Border,2019/01/02,Personal Vehicle Passengers,2759
10457,Calais,Maine,115,US-Canada Border,2019/01/02,Personal Vehicles,38273
10458,Fort Fairfield,Maine,107,US-Canada Border,2019/01/02,Personal Vehicles,5414
10459,Jackman,Maine,104,US-Canada Border,2019/01/02,Rail Containers Full,783
10460,Portal,North Dakota,3403,US-Canada Border,2019/01/02,Rail Containers Empty,5722
10461,Calexico,California,2503,US-Mexico Border,2019/01/02,Personal Vehicle Passengers,682264
10462,Van Buren,Maine,108,US-Canada Border,2019/01/02,Buses,1
10463,Sweetgrass,Montana,3310,US-Canada Border,2019/01/02,Pedestrians,124
10464,Piegan,Montana,3316,US-Canada Border,2019/01/02,Truck Containers Empty,16
10465,Port Angeles,Washington,3007,US-Canada Border,2019/01/02,Personal Vehicle Passengers,3202
10466,San Ysidro,California,2504,US-Mexico Border,2019/01/02,Personal Vehicles,1039184
10467,Lukeville,Arizona,2602,US-Mexico Border,2019/01/02,Personal Vehicle Passengers,54461
10468,Frontier,Washington,3020,US-Canada Border,2019/01/02,Buses,43
10469,Massena,New York,704,US-Canada Border,2019/01/02,Personal Vehicle Passengers,96248
10470,Westhope,North Dakota,3419,US-Canada Border,2019/01/02,Personal Vehicles,535
10471,Bridgewater,Maine,127,US-Canada Border,2019/01/02,Personal Vehicle Passengers,4147
10472,Dunseith,North Dakota,3422,US-Canada Border,2019/01/02,Truck Containers Empty,233
10473,Brownsville,Texas,2301,US-Mexico Border,2019/01/02,Personal Vehicle Passengers,705241
10474,Sherwood,North Dakota,3414,US-Canada Border,2019/01/02,Trucks,410
10475,Alexandria Bay,New York,708,US-Canada Border,2019/01/02,Trucks,14584
10476,Metaline Falls,Washington,3025,US-Canada Border,2019/01/02,Trucks,410
10477,Naco,Arizona,2603,US-Mexico Border,2019/01/02,Truck Containers Full,96
10478,Richford,Vermont,203,US-Canada Border,2019/01/02,Rail Containers Full,178
10479,Santa Teresa,New Mexico,2408,US-Mexico Border,2019/01/02,Bus Passengers,129
10480,Brownsville,Texas,2301,US-Mexico Border,2019/01/02,Bus Passengers,3039
10481,Lukeville,Arizona,2602,US-Mexico Border,2019/01/02,Truck Containers Empty,3
10482,Sarles,North Dakota,3409,US-Canada Border,2019/01/02,Personal Vehicles,179
10483,Maida,North Dakota,3416,US-Canada Border,2019/01/02,Trucks,77
10484,El Paso,Texas,2402,US-Mexico Border,2019/01/02,Pedestrians,382224
10485,Tornillo-Fabens,Texas,2404,US-Mexico Border,2019/01/02,Pedestrians,3427
10486,Tecate,California,2505,US-Mexico Border,2019/01/02,Trucks,4413
10487,Sault Sainte Marie,Michigan,3803,US-Canada Border,2019/01/02,Truck Containers Empty,603
10488,Danville,Washington,3012,US-Canada Border,2019/01/02,Personal Vehicle Passengers,3007
10489,Frontier,Washington,3020,US-Canada Border,2019/01/02,Truck Containers Empty,1319
10490,Portal,North Dakota,3403,US-Canada Border,2019/01/02,Train Passengers,378
10491,Baudette,Minnesota,3424,US-Canada Border,2019/01/02,Truck Containers Empty,485
10492,Otay Mesa,California,2506,US-Mexico Border,2019/01/02,Trains,34
10493,Nogales,Arizona,2604,US-Mexico Border,2019/01/02,Bus Passengers,12344
10494,Algonac,Michigan,3814,US-Canada Border,2019/01/02,Personal Vehicles,24
10495,Champlain-Rouses Point,New York,712,US-Canada Border,2019/01/02,Truck Containers Empty,2528
10496,Eagle Pass,Texas,2303,US-Mexico Border,2019/01/02,Pedestrians,53816
10497,Wildhorse,Montana,3323,US-Canada Border,2019/01/02,Trucks,124
10498,Roosville,Montana,3318,US-Canada Border,2019/01/02,Bus Passengers,70
10499,Otay Mesa,California,2506,US-Mexico Border,2019/01/02,Truck Containers Full,54599
10500,Champlain-Rouses Point,New York,712,US-Canada Border,2019/01/02,Personal Vehicles,48449
10501,Carbury,North Dakota,3421,US-Canada Border,2019/01/02,Personal Vehicle Passengers,2049
10502,Otay Mesa,California,2506,US-Mexico Border,2019/01/02,Train Passengers,24
10503,Point Roberts,Washington,3017,US-Canada Border,2019/01/02,Truck Containers Empty,516
10504,Port Huron,Michigan,3802,US-Canada Border,2019/01/02,Rail Containers Full,18016
10505,Eastport,Maine,103,US-Canada Border,2019/01/02,Personal Vehicles,6724
10506,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2019/01/02,Personal Vehicle Passengers,46254
10507,Naco,Arizona,2603,US-Mexico Border,2019/01/02,Personal Vehicles,23797
10508,International Falls-Ranier,Minnesota,3604,US-Canada Border,2019/01/02,Bus Passengers,525
10509,Jackman,Maine,104,US-Canada Border,2019/01/02,Truck Containers Full,1939
10510,Santa Teresa,New Mexico,2408,US-Mexico Border,2019/01/02,Trucks,9117
10511,Warroad,Minnesota,3423,US-Canada Border,2019/01/02,Personal Vehicles,5395
10512,Eastport,Idaho,3302,US-Canada Border,2019/01/02,Bus Passengers,228
10513,Brownsville,Texas,2301,US-Mexico Border,2019/01/02,Truck Containers Empty,10172
10514,Van Buren,Maine,108,US-Canada Border,2019/01/02,Train Passengers,60
10515,Richford,Vermont,203,US-Canada Border,2019/01/02,Trucks,458
10516,Tecate,California,2505,US-Mexico Border,2019/01/02,Personal Vehicle Passengers,151542
10517,Nogales,Arizona,2604,US-Mexico Border,2019/01/02,Personal Vehicles,256783
10518,International Falls-Ranier,Minnesota,3604,US-Canada Border,2019/01/02,Rail Containers Full,41830
10519,Nogales,Arizona,2604,US-Mexico Border,2019/01/02,Rail Containers Empty,3523
10520,Sault Sainte Marie,Michigan,3803,US-Canada Border,2019/01/02,Bus Passengers,609
10521,Lancaster,Minnesota,3430,US-Canada Border,2019/01/02,Personal Vehicles,1115
10522,Richford,Vermont,203,US-Canada Border,2019/01/02,Personal Vehicles,5212
10523,Portal,North Dakota,3403,US-Canada Border,2019/01/02,Pedestrians,67
10524,Sault Sainte Marie,Michigan,3803,US-Canada Border,2019/01/02,Personal Vehicles,37363
10525,Van Buren,Maine,108,US-Canada Border,2019/01/02,Rail Containers Empty,268
10526,Buffalo-Niagara Falls,New York,901,US-Canada Border,2019/01/02,Personal Vehicles,272159
10527,Presidio,Texas,2403,US-Mexico Border,2019/01/02,Truck Containers Full,581
10528,Point Roberts,Washington,3017,US-Canada Border,2019/01/02,Truck Containers Full,213
10529,Boundary,Washington,3015,US-Canada Border,2019/01/02,Trucks,17
10530,Roseau,Minnesota,3426,US-Canada Border,2019/01/02,Truck Containers Empty,96
10531,Naco,Arizona,2603,US-Mexico Border,2019/01/02,Trucks,217
10532,Andrade,California,2502,US-Mexico Border,2019/01/02,Personal Vehicles,44419
10533,Detroit,Michigan,3801,US-Canada Border,2019/01/02,Personal Vehicle Passengers,461468
10534,Danville,Washington,3012,US-Canada Border,2019/01/02,Personal Vehicles,2126
10535,Trout River,New York,715,US-Canada Border,2019/01/02,Trucks,1034
10536,Del Bonita,Montana,3322,US-Canada Border,2019/01/02,Truck Containers Full,31
10537,Richford,Vermont,203,US-Canada Border,2019/01/02,Rail Containers Empty,28
10538,Whitlash,Montana,3321,US-Canada Border,2019/01/02,Personal Vehicle Passengers,98
10539,Houlton,Maine,106,US-Canada Border,2019/01/02,Truck Containers Full,5224
10540,Nogales,Arizona,2604,US-Mexico Border,2019/01/02,Trains,64
10541,Piegan,Montana,3316,US-Canada Border,2019/01/02,Truck Containers Full,136
10542,Vanceboro,Maine,105,US-Canada Border,2019/01/02,Personal Vehicles,1233
10543,Pembina,North Dakota,3401,US-Canada Border,2019/01/02,Personal Vehicle Passengers,29211
10544,Buffalo-Niagara Falls,New York,901,US-Canada Border,2019/01/02,Bus Passengers,17879
10545,Buffalo-Niagara Falls,New York,901,US-Canada Border,2019/01/02,Pedestrians,6175
10546,Houlton,Maine,106,US-Canada Border,2019/01/02,Pedestrians,18
10547,Laredo,Texas,2304,US-Mexico Border,2019/01/02,Trains,355
10548,Dalton Cache,Alaska,3106,US-Canada Border,2019/01/02,Trucks,73
10549,Otay Mesa,California,2506,US-Mexico Border,2019/01/02,Personal Vehicles,501621
10550,Limestone,Maine,118,US-Canada Border,2019/01/02,Truck Containers Empty,21
10551,Sarles,North Dakota,3409,US-Canada Border,2019/01/02,Bus Passengers,48
10552,Vanceboro,Maine,105,US-Canada Border,2019/01/02,Trains,24
10553,Limestone,Maine,118,US-Canada Border,2019/01/02,Personal Vehicle Passengers,1281
10554,Santa Teresa,New Mexico,2408,US-Mexico Border,2019/01/02,Personal Vehicles,42335
10555,Northgate,North Dakota,3406,US-Canada Border,2019/01/02,Trains,12
10556,Maida,North Dakota,3416,US-Canada Border,2019/01/02,Personal Vehicles,287
10557,Dalton Cache,Alaska,3106,US-Canada Border,2019/01/02,Truck Containers Empty,67
10558,Hidalgo,Texas,2305,US-Mexico Border,2019/01/02,Trucks,53892
10559,Laredo,Texas,2304,US-Mexico Border,2019/01/02,Truck Containers Empty,50401
10560,Norton,Vermont,211,US-Canada Border,2019/01/02,Truck Containers Empty,273
10561,Van Buren,Maine,108,US-Canada Border,2019/01/02,Pedestrians,37
10562,Porthill,Idaho,3308,US-Canada Border,2019/01/02,Personal Vehicles,7183
10563,Skagway,Alaska,3103,US-Canada Border,2019/01/02,Trucks,188
10564,Lukeville,Arizona,2602,US-Mexico Border,2019/01/02,Truck Containers Full,22
10565,Calexico East,California,2507,US-Mexico Border,2019/01/02,Train Passengers,19
10566,Nogales,Arizona,2604,US-Mexico Border,2019/01/02,Trucks,30784
10567,Calexico East,California,2507,US-Mexico Border,2019/01/02,Trains,18
10568,Laredo,Texas,2304,US-Mexico Border,2019/01/02,Pedestrians,266039
10569,Ferry,Washington,3013,US-Canada Border,2019/01/02,Truck Containers Empty,4
10570,Walhalla,North Dakota,3407,US-Canada Border,2019/01/02,Personal Vehicles,1935
10571,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2019/01/02,Buses,210
10572,Detroit,Michigan,3801,US-Canada Border,2019/01/02,Truck Containers Full,82390
10573,Pembina,North Dakota,3401,US-Canada Border,2019/01/02,Truck Containers Empty,2153
10574,Laurier,Washington,3016,US-Canada Border,2019/01/02,Bus Passengers,88
10575,Wildhorse,Montana,3323,US-Canada Border,2019/01/02,Truck Containers Empty,2
10576,Norton,Vermont,211,US-Canada Border,2019/01/02,Personal Vehicles,1170
10577,Westhope,North Dakota,3419,US-Canada Border,2019/01/02,Trucks,741
10578,San Luis,Arizona,2608,US-Mexico Border,2019/01/02,Bus Passengers,17
10579,Roseau,Minnesota,3426,US-Canada Border,2019/01/02,Personal Vehicle Passengers,4059
10580,Jackman,Maine,104,US-Canada Border,2019/01/02,Truck Containers Empty,5238
10581,Del Rio,Texas,2302,US-Mexico Border,2019/01/02,Personal Vehicle Passengers,232305
10582,Nighthawk,Washington,3011,US-Canada Border,2019/01/02,Personal Vehicle Passengers,305
10583,Brownsville,Texas,2301,US-Mexico Border,2019/01/02,Personal Vehicles,344903
10584,Santa Teresa,New Mexico,2408,US-Mexico Border,2019/01/02,Truck Containers Full,7874
10585,San Ysidro,California,2504,US-Mexico Border,2019/01/02,Buses,2952
10586,Blaine,Washington,3004,US-Canada Border,2019/01/02,Rail Containers Full,6823
10587,Baudette,Minnesota,3424,US-Canada Border,2019/01/02,Trucks,499
10588,Alexandria Bay,New York,708,US-Canada Border,2019/01/02,Truck Containers Empty,1433
10589,Calais,Maine,115,US-Canada Border,2019/01/02,Truck Containers Empty,1424
10590,Dunseith,North Dakota,3422,US-Canada Border,2019/01/02,Bus Passengers,23
10591,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2019/01/02,Truck Containers Full,6188
10592,Warroad,Minnesota,3423,US-Canada Border,2019/01/02,Truck Containers Empty,385
10593,Carbury,North Dakota,3421,US-Canada Border,2019/01/02,Bus Passengers,84
10594,Calexico,California,2503,US-Mexico Border,2019/01/02,Personal Vehicles,374126
10595,Blaine,Washington,3004,US-Canada Border,2019/01/02,Personal Vehicle Passengers,454815
10596,Danville,Washington,3012,US-Canada Border,2019/01/02,Trucks,52
10597,Calexico,California,2503,US-Mexico Border,2019/01/02,Pedestrians,291959
10598,Ferry,Washington,3013,US-Canada Border,2019/01/02,Personal Vehicles,457
10599,Roma,Texas,2310,US-Mexico Border,2019/01/02,Personal Vehicles,60385
10600,Fort Kent,Maine,110,US-Canada Border,2019/01/02,Personal Vehicles,6942
10601,Hidalgo,Texas,2305,US-Mexico Border,2019/01/02,Buses,1605
10602,Skagway,Alaska,3103,US-Canada Border,2019/01/02,Personal Vehicles,605
10603,San Luis,Arizona,2608,US-Mexico Border,2019/01/02,Trucks,3962
10604,Buffalo-Niagara Falls,New York,901,US-Canada Border,2019/01/02,Buses,746
10605,Roosville,Montana,3318,US-Canada Border,2019/01/02,Personal Vehicle Passengers,17165
10606,Nogales,Arizona,2604,US-Mexico Border,2019/01/02,Truck Containers Full,26492
10607,Del Rio,Texas,2302,US-Mexico Border,2019/01/02,Pedestrians,27429
10608,Morgan,Montana,3319,US-Canada Border,2019/01/02,Personal Vehicle Passengers,633
10609,Grand Portage,Minnesota,3613,US-Canada Border,2019/01/02,Truck Containers Full,498
10610,San Luis,Arizona,2608,US-Mexico Border,2019/01/02,Pedestrians,230088
10611,Presidio,Texas,2403,US-Mexico Border,2019/01/02,Personal Vehicles,53410
10612,Otay Mesa,California,2506,US-Mexico Border,2019/01/02,Personal Vehicle Passengers,847972
10613,Eagle Pass,Texas,2303,US-Mexico Border,2019/01/02,Trucks,14246
10614,Porthill,Idaho,3308,US-Canada Border,2019/01/02,Personal Vehicle Passengers,12648
10615,Laredo,Texas,2304,US-Mexico Border,2019/01/02,Trucks,187418
10616,Antler,North Dakota,3413,US-Canada Border,2019/01/02,Truck Containers Empty,71
10617,Raymond,Montana,3301,US-Canada Border,2019/01/02,Personal Vehicles,1348
10618,Eastport,Maine,103,US-Canada Border,2019/01/02,Trucks,186
10619,Van Buren,Maine,108,US-Canada Border,2019/01/02,Trucks,1703
10620,Danville,Washington,3012,US-Canada Border,2019/01/02,Truck Containers Empty,29
10621,Sweetgrass,Montana,3310,US-Canada Border,2019/01/02,Rail Containers Empty,313
10622,Derby Line,Vermont,209,US-Canada Border,2019/01/02,Truck Containers Full,5936
10623,Sault Sainte Marie,Michigan,3803,US-Canada Border,2019/01/02,Buses,58
10624,Vanceboro,Maine,105,US-Canada Border,2019/01/02,Rail Containers Full,845
10625,Boquillas,Texas,2410,US-Mexico Border,2019/01/02,Pedestrians,2385
10626,Highgate Springs-Alburg,Vermont,212,US-Canada Border,2019/01/02,Trains,24
10627,Norton,Vermont,211,US-Canada Border,2019/01/02,Trucks,929
10628,Jackman,Maine,104,US-Canada Border,2019/01/02,Bus Passengers,147
10629,Maida,North Dakota,3416,US-Canada Border,2019/01/02,Personal Vehicle Passengers,607
10630,Ogdensburg,New York,701,US-Canada Border,2019/01/02,Personal Vehicles,17232
10631,Port Angeles,Washington,3007,US-Canada Border,2019/01/02,Personal Vehicles,1549
10632,Sarles,North Dakota,3409,US-Canada Border,2019/01/02,Buses,6
10633,Point Roberts,Washington,3017,US-Canada Border,2019/01/02,Buses,29
10634,Del Bonita,Montana,3322,US-Canada Border,2019/01/02,Pedestrians,1
10635,Raymond,Montana,3301,US-Canada Border,2019/01/02,Pedestrians,31
10636,Eagle Pass,Texas,2303,US-Mexico Border,2019/01/02,Rail Containers Empty,13679
10637,Northgate,North Dakota,3406,US-Canada Border,2019/01/02,Rail Containers Empty,120
10638,Porthill,Idaho,3308,US-Canada Border,2019/01/02,Truck Containers Empty,255
10639,Houlton,Maine,106,US-Canada Border,2019/01/02,Buses,23
10640,Laredo,Texas,2304,US-Mexico Border,2019/01/02,Buses,2837
10641,Del Bonita,Montana,3322,US-Canada Border,2019/01/02,Personal Vehicle Passengers,3553
10642,Sherwood,North Dakota,3414,US-Canada Border,2019/01/02,Truck Containers Full,237
10643,Ogdensburg,New York,701,US-Canada Border,2019/01/02,Buses,3
10644,Danville,Washington,3012,US-Canada Border,2019/01/02,Truck Containers Full,24
10645,El Paso,Texas,2402,US-Mexico Border,2019/01/02,Personal Vehicles,928499
10646,Del Rio,Texas,2302,US-Mexico Border,2019/01/02,Trucks,6349
10647,Fort Kent,Maine,110,US-Canada Border,2019/01/02,Bus Passengers,80
10648,Ogdensburg,New York,701,US-Canada Border,2019/01/02,Bus Passengers,97
10649,Champlain-Rouses Point,New York,712,US-Canada Border,2019/01/02,Trains,59
10650,Tornillo-Fabens,Texas,2404,US-Mexico Border,2019/01/02,Personal Vehicle Passengers,61031
10651,Buffalo-Niagara Falls,New York,901,US-Canada Border,2019/01/02,Trucks,69881
10652,Presidio,Texas,2403,US-Mexico Border,2019/01/02,Truck Containers Empty,126
10653,Turner,Montana,3306,US-Canada Border,2019/01/02,Personal Vehicles,481
10654,Sumas,Washington,3009,US-Canada Border,2019/01/02,Rail Containers Full,84
10655,Champlain-Rouses Point,New York,712,US-Canada Border,2019/01/02,Pedestrians,98
10656,Richford,Vermont,203,US-Canada Border,2019/01/02,Truck Containers Full,125
10657,Brownsville,Texas,2301,US-Mexico Border,2019/01/02,Buses,505
10658,Port Huron,Michigan,3802,US-Canada Border,2019/01/02,Truck Containers Full,45948
10659,Skagway,Alaska,3103,US-Canada Border,2019/01/02,Pedestrians,1
10660,Lukeville,Arizona,2602,US-Mexico Border,2019/01/02,Pedestrians,3012
10661,Nighthawk,Washington,3011,US-Canada Border,2019/01/02,Personal Vehicles,169
10662,Oroville,Washington,3019,US-Canada Border,2019/01/02,Pedestrians,58
10663,Sault Sainte Marie,Michigan,3803,US-Canada Border,2019/01/02,Rail Containers Full,1420
10664,Opheim,Montana,3317,US-Canada Border,2019/01/02,Truck Containers Full,8
10665,Eastport,Idaho,3302,US-Canada Border,2019/01/02,Rail Containers Empty,425
10666,Northgate,North Dakota,3406,US-Canada Border,2019/01/02,Truck Containers Empty,343
10667,Lynden,Washington,3023,US-Canada Border,2019/01/02,Truck Containers Empty,2184
10668,St. John,North Dakota,3405,US-Canada Border,2019/01/02,Truck Containers Empty,138
10669,Sumas,Washington,3009,US-Canada Border,2019/01/02,Personal Vehicle Passengers,94484
10670,Calexico East,California,2507,US-Mexico Border,2019/01/02,Rail Containers Full,48
10671,Sweetgrass,Montana,3310,US-Canada Border,2019/01/02,Truck Containers Full,9119
